time;Temperature history
0.0000000000000000 ;22.4827019090387665
1.0000000000000000 ;22.5384937612279259
2.0000000000000000 ;22.6548760976367589
3.0000000000000000 ;22.8286649908751542
4.0000000000000000 ;23.0569303440626641
5.0000000000000000 ;23.3369745395027479
6.0000000000000000 ;23.6663128928322948
7.0000000000000000 ;24.0426557598981958
8.0000000000000000 ;24.4638921565366587
9.0000000000000000 ;24.9280747632610371
10.0000000000000000 ;25.4334061976927899
11.0000000000000000 ;25.9782264474834221
12.0000000000000000 ;26.5610013655496573
13.0000000000000000 ;27.1803121377496666
14.0000000000000000 ;27.8348456407333202
15.0000000000000000 ;28.5233856146584088
16.0000000000000000 ;29.2448045818371156
17.0000000000000000 ;29.9980564482090841
18.0000000000000000 ;30.7821697298767418
19.0000000000000000 ;31.5962413518249434
20.0000000000000000 ;32.4394309704217960
21.0000000000000000 ;33.3109557753921024
22.0000000000000000 ;34.2100857307035966
23.0000000000000000 ;35.1361392172381244
24.0000000000000000 ;36.0884790432605769
25.0000000000000000 ;37.0665087915747478
26.0000000000000000 ;38.0696694748862257
27.0000000000000000 ;39.0974364733031905
28.0000000000000000 ;40.1493167301107405
29.0000000000000000 ;41.2248461839736677
30.0000000000000000 ;42.3235874175710904
31.0000000000000000 ;43.4451275043573446
32.0000000000000000 ;44.5890760366934273
33.0000000000000000 ;45.7550633200097252
34.0000000000000000 ;46.9427387189593759
35.0000000000000000 ;48.1517691427088579
36.0000000000000000 ;49.3818376576005420
37.0000000000000000 ;50.6326422164165280
38.0000000000000000 ;51.9038944943849430
39.0000000000000000 ;53.1953188229035447
40.0000000000000000 ;54.5066512127194471
41.0000000000000000 ;55.8376384590019796
42.0000000000000000 ;57.1880373213865738
43.0000000000000000 ;58.5576137726518908
44.0000000000000000 ;59.9461423102299023
45.0000000000000000 ;61.3534053252382847
46.0000000000000000 ;62.7791925241742916
47.0000000000000000 ;64.2233003988203990
48.0000000000000000 ;65.6855317402884111
49.0000000000000000 ;67.1656951934731552
50.0000000000000000 ;68.6636048485026862
51.0000000000000000 ;70.1790798660603627
52.0000000000000000 ;71.7119441337184469
53.0000000000000000 ;73.2620259506649916
54.0000000000000000 ;74.8291577384275399
55.0000000000000000 ;76.4131757753989973
56.0000000000000000 ;78.0139199531574832
57.0000000000000000 ;79.6312335527418895
58.0000000000000000 ;81.2649630391995288
59.0000000000000000 ;82.9149578728653438
60.0000000000000000 ;84.5810703359626359
61.0000000000000000 ;86.2631553732336442
62.0000000000000000 ;87.9610704454184003
63.0000000000000000 ;89.6746753944999000
64.0000000000000000 ;91.4038323197249554
65.0000000000000000 ;93.1484054634940719
66.0000000000000000 ;94.9082611062906238
67.0000000000000000 ;96.6832674698889605
68.0000000000000000 ;98.4732946281462773
69.0000000000000000 ;100.2782144247414067
70.0000000000000000 ;102.0979003972772574
71.0000000000000000 ;103.9322277072138547
72.0000000000000000 ;105.7810730751426718
73.0000000000000000 ;107.6443147209557765
74.0000000000000000 ;109.5218323084997394
75.0000000000000000 ;111.4135068943398323
76.0000000000000000 ;113.3192208802910983
77.0000000000000000 ;115.2388579694024600
78.0000000000000000 ;117.1723031251056852
79.0000000000000000 ;119.1194425332666640
80.0000000000000000 ;121.0801635668970988
81.0000000000000000 ;123.0543547533065407
82.0000000000000000 ;125.0419057434922792
83.0000000000000000 ;127.0427072835822599
84.0000000000000000 ;129.0566511881616236
85.0000000000000000 ;131.0836303153276674
86.0000000000000000 ;133.1235385433312501
87.0000000000000000 ;135.1762707486748809
88.0000000000000000 ;137.2417227855476654
89.0000000000000000 ;139.3197914664893347
90.0000000000000000 ;141.4103745441820479
91.0000000000000000 ;143.5133706942798710
92.0000000000000000 ;145.6286794991914064
93.0000000000000000 ;147.7562014327390330
94.0000000000000000 ;149.8958378456249250
95.0000000000000000 ;152.0474909516391051
96.0000000000000000 ;154.2110638145508403
97.0000000000000000 ;156.3864603356294651
98.0000000000000000 ;158.5735852417451497
99.0000000000000000 ;160.7723440740043941
100.0000000000000000 ;162.9826431768784971
101.0000000000000000 ;165.1065776797088347
102.0000000000000000 ;167.0534315777020424
103.0000000000000000 ;168.8332416211397629
104.0000000000000000 ;170.4552349766365467
105.0000000000000000 ;171.9278974065779835
106.0000000000000000 ;173.2590356826377160
107.0000000000000000 ;174.4558347211911951
108.0000000000000000 ;175.5249098871701108
109.0000000000000000 ;176.4723548751217095
110.0000000000000000 ;177.3037855416520472
111.0000000000000000 ;178.0243800317754790
112.0000000000000000 ;178.6389155127121455
113.0000000000000000 ;179.1518018021474745
114.0000000000000000 ;179.5671121536854571
115.0000000000000000 ;179.8886114399973053
116.0000000000000000 ;180.1197819538204214
117.0000000000000000 ;180.2638470283349648
118.0000000000000000 ;180.3237926613958848
119.0000000000000000 ;180.3023873124891452
120.0000000000000000 ;180.2022000269951434
121.0000000000000000 ;180.0256170292616105
122.0000000000000000 ;179.7748569140183008
123.0000000000000000 ;179.4519845547054047
124.0000000000000000 ;179.0589238372557190
125.0000000000000000 ;178.5974693186888373
126.0000000000000000 ;178.0692969014669416
127.0000000000000000 ;177.4759736068696725
128.0000000000000000 ;176.8189665235996131
129.0000000000000000 ;176.0996510013824263
130.0000000000000000 ;175.3193181534240352
131.0000000000000000 ;174.4791817261833842
132.0000000000000000 ;173.5803843899735170
133.0000000000000000 ;172.6240034993768404
134.0000000000000000 ;171.6110563683153885
135.0000000000000000 ;170.5425051008234618
136.0000000000000000 ;169.4192610150974758
137.0000000000000000 ;168.2421886952183172
138.0000000000000000 ;167.0121097020321486
139.0000000000000000 ;165.7298059720115759
140.0000000000000000 ;164.3960229304800862
141.0000000000000000 ;163.0114723433521817
142.0000000000000000 ;161.5768349294962434
143.0000000000000000 ;160.0927627539585103
144.0000000000000000 ;158.5598814205735323
145.0000000000000000 ;156.9787920809197033
146.0000000000000000 ;155.3500732751431599
147.0000000000000000 ;153.6742826188605591
148.0000000000000000 ;151.9519583491490948
149.0000000000000000 ;150.1836207415312003
150.0000000000000000 ;148.3697734088546270
151.0000000000000000 ;146.5761124974317795
152.0000000000000000 ;144.8635277181398919
153.0000000000000000 ;143.2257274150064745
154.0000000000000000 ;141.6569477030250823
155.0000000000000000 ;140.1519078514359364
156.0000000000000000 ;138.7057694416023423
157.0000000000000000 ;137.3140989801286764
158.0000000000000000 ;135.9728336748833044
159.0000000000000000 ;134.6782501063264306
160.0000000000000000 ;133.4269355491802571
161.0000000000000000 ;132.2157617202079791
162.0000000000000000 ;131.0418607468361927
163.0000000000000000 ;129.9026031687256761
164.0000000000000000 ;128.7955778002898342
165.0000000000000000 ;127.7185732967143679
166.0000000000000000 ;126.6695612793521803
167.0000000000000000 ;125.6466808885611073
168.0000000000000000 ;124.6482246432157126
169.0000000000000000 ;123.6726254963406575
170.0000000000000000 ;122.7184449856679578
171.0000000000000000 ;121.7843623864820870
172.0000000000000000 ;120.8691647819537707
173.0000000000000000 ;119.9717379733392306
174.0000000000000000 ;119.0910581589881758
175.0000000000000000 ;118.2261843171155533
176.0000000000000000 ;117.3762512327965624
177.0000000000000000 ;116.5404631146799943
178.0000000000000000 ;115.7180877515287705
179.0000000000000000 ;114.9084511629154974
180.0000000000000000 ;114.1109327022663535
181.0000000000000000 ;113.3249605739836170
182.0000000000000000 ;112.5500077296144639
183.0000000000000000 ;111.7855881109979066
184.0000000000000000 ;111.0312532110353629
185.0000000000000000 ;110.2865889252131524
186.0000000000000000 ;109.5512126692793231
187.0000000000000000 ;108.8247707405578524
188.0000000000000000 ;108.1069359022891092
189.0000000000000000 ;107.3974051721282450
190.0000000000000000 ;106.6958977975304919
191.0000000000000000 ;106.0021534022129401
192.0000000000000000 ;105.3159302892205318
193.0000000000000000 ;104.6370038873479871
194.0000000000000000 ;103.9651653287906328
195.0000000000000000 ;103.3002201469228964
196.0000000000000000 ;102.6419870840424267
197.0000000000000000 ;101.9902969997780531
198.0000000000000000 ;101.3449918716457319
199.0000000000000000 ;100.7059238799584904
200.0000000000000000 ;100.0729545699546463
201.0000000000000000 ;99.4785580873058564
202.0000000000000000 ;98.9528204453096123
203.0000000000000000 ;98.4922509153747399
204.0000000000000000 ;98.0936355478349071
205.0000000000000000 ;97.7540139031185618
206.0000000000000000 ;97.4706577504349809
207.0000000000000000 ;97.2410515675207705
208.0000000000000000 ;97.0628746890739080
209.0000000000000000 ;96.9339849643938010
210.0000000000000000 ;96.8524037965477476
211.0000000000000000 ;96.8163024461857162
212.0000000000000000 ;96.8239894930148353
213.0000000000000000 ;96.8738993569963327
214.0000000000000000 ;96.9645817896140443
215.0000000000000000 ;97.0946922531486223
216.0000000000000000 ;97.2629831128346041
217.0000000000000000 ;97.4682955731337728
218.0000000000000000 ;97.7095522951759534
219.0000000000000000 ;97.9857506377442036
220.0000000000000000 ;98.2959564690571597
221.0000000000000000 ;98.6392985010631094
222.0000000000000000 ;99.0149631020464369
223.0000000000000000 ;99.4221895470861341
224.0000000000000000 ;99.8602656693292232
225.0000000000000000 ;100.3285238781756590
226.0000000000000000 ;100.8263375133397659
227.0000000000000000 ;101.3531175063784815
228.0000000000000000 ;101.9083093236807969
229.0000000000000000 ;102.4913901671128968
230.0000000000000000 ;103.1018664105271228
231.0000000000000000 ;103.7392712521872227
232.0000000000000000 ;104.4031625648492820
233.0000000000000000 ;105.0931209267835271
234.0000000000000000 ;105.8087478184350658
235.0000000000000000 ;106.5496639707177451
236.0000000000000000 ;107.3155078521189409
237.0000000000000000 ;108.1059342828783656
238.0000000000000000 ;108.9206131654973717
239.0000000000000000 ;109.7592283217432794
240.0000000000000000 ;110.6214764271462627
241.0000000000000000 ;111.5070660347468561
242.0000000000000000 ;112.4157166805508865
243.0000000000000000 ;113.3471580637850593
244.0000000000000000 ;114.3011292956323359
245.0000000000000000 ;115.2773782106598617
246.0000000000000000 ;116.2756607356421483
247.0000000000000000 ;117.2957403109307393
248.0000000000000000 ;118.3373873599308439
249.0000000000000000 ;119.4003788026222708
250.0000000000000000 ;120.4844976094040874
251.0000000000000000 ;121.5895323918589668
252.0000000000000000 ;122.7152770273192175
253.0000000000000000 ;123.8615303143821365
254.0000000000000000 ;125.0280956567619910
255.0000000000000000 ;126.2147807730879805
256.0000000000000000 ;127.4213974304592512
257.0000000000000000 ;128.6477611997535178
258.0000000000000000 ;129.8936912308548131
259.0000000000000000 ;131.1590100461214945
260.0000000000000000 ;132.4435433505575759
261.0000000000000000 ;133.7471198572802678
262.0000000000000000 ;135.0695711269953279
263.0000000000000000 ;136.4107314203019428
264.0000000000000000 ;137.7704375617467178
265.0000000000000000 ;139.1485288146396329
266.0000000000000000 ;140.5448467657266463
267.0000000000000000 ;141.9592352188910240
268.0000000000000000 ;143.3915400971258691
269.0000000000000000 ;144.8416093520830827
270.0000000000000000 ;146.3092928805638735
271.0000000000000000 ;147.7944424473693630
272.0000000000000000 ;149.2969116139783807
273.0000000000000000 ;150.8165556725653573
274.0000000000000000 ;152.3532315849120380
275.0000000000000000 ;153.9067979258042271
276.0000000000000000 ;155.4771148305401596
277.0000000000000000 ;157.0640439462071072
278.0000000000000000 ;158.6674483864139233
279.0000000000000000 ;160.2871926891912722
280.0000000000000000 ;161.9231427777980343
281.0000000000000000 ;163.5751659241921345
282.0000000000000000 ;165.2431307149465454
283.0000000000000000 ;166.9269070194080768
284.0000000000000000 ;168.6263659599146081
285.0000000000000000 ;170.3413798839015953
286.0000000000000000 ;172.0718223377433844
287.0000000000000000 ;173.8175680421868208
288.0000000000000000 ;175.5784928692484641
289.0000000000000000 ;177.3544738204553255
290.0000000000000000 ;179.1453890063214089
291.0000000000000000 ;180.9511176269595296
292.0000000000000000 ;182.7715399537378005
293.0000000000000000 ;184.6065373118965454
294.0000000000000000 ;186.4559920640498660
295.0000000000000000 ;188.3197875945008377
296.0000000000000000 ;190.1978082943070376
297.0000000000000000 ;192.0899395470368347
298.0000000000000000 ;193.9960677151629227
